year,id,name,surface,held
2015,W-INT-BRA-01A-2015,Rio de Janeiro                                                                                      ,Clay,2015-02-16
2019,W-FC-2019-G1-EPA-A-B-M-EST-BUL-01,Fed Cup G1 RR: EST vs BUL                                                                           ,Hard,2019-02-06
2016,W-FC-2016-G1-EPA-D-M-HUN-BUL-01,Fed Cup G1 RR: HUN vs BUL                                                                           ,Hard,2016-02-03
2018,W-FC-2018-G2-AO-C-M-MAS-OMA-01,Fed Cup G2 RR: MAS vs OMA                                                                           ,Hard,2018-02-06
2013,D102,Fed Cup G1 PO: GEO vs TUR                                                                           ,Hard,2013-02-09
2012,D079,Fed Cup G2 RRB: PHI vs IRI                                                                          ,Hard,2012-01-31
2014,W-PR-ITA-01A-2014,Rome                                                                                                ,Clay,2014-05-12
2017,W-FC-2017-G1-AM-REL-VEN-MEX-01,Fed Cup G1 REL: VEN vs MEX                                                                          ,Hard,2017-02-11
2015,W-PR-UAE-01A-2015,Dubai                                                                                               ,Hard,2015-02-16
2012,W-INT-MEX-01A-2012,Monterrey                                                                                           ,Hard,2012-02-20
2011,D035,Fed Cup G1 RRD: NED vs HUN                                                                          ,Hard,2011-02-03
2016,W-FC-2016-G2-AO-B-M-MAS-PAK-01,Fed Cup G2 RR: MAS vs PAK                                                                           ,Hard,2016-04-12
2011,W-PR-FRA-01A-2011,Paris                                                                                               ,Carpet,2011-02-07
2014,W-INT-POL-01A-2014,Katowice                                                                                            ,Hard,2014-04-07
2010,D122,Fed Cup G3 RRB: IRL vs MLT                                                                          ,Clay,2010-04-21
2015,D037,Fed Cup WG PO: ARG vs ESP                                                                           ,Clay,2015-04-18
2016,1039,Monterrey                                                                                           ,Hard,2016-02-29
2017,M009,Rome                                                                                                ,Clay,2017-05-15
2010,D131,Fed Cup G2 PO: FIN vs LUX                                                                           ,Clay,2010-05-01
2010,D045,Fed Cup G1 RRA: BRA vs CUB                                                                          ,Clay,2010-02-04
2014,D130,Fed Cup G2 RR: LTU vs MNE                                                                           ,Hard,2014-04-18
2011,W-PR-CAN-01A-2011,Toronto                                                                                             ,Hard,2011-08-08
2011,D026,Fed Cup G1 RRB: ISR vs BUL                                                                          ,Hard,2011-02-04
2019,2010,New York                                                                                            ,Hard,2019-08-19
2015,W-INT-MAR-01A-2015,Marrakech                                                                                           ,Clay,2015-04-27
2015,W-P700-GBR-01A-2015,Birmingham                                                                                          ,Grass,2015-06-15
2018,W-FC-2018-G2-AO-PPO-SGP-POC-01,Fed Cup G2 PPO: SGP vs POC                                                                          ,Hard,2018-02-10
2012,D084,Fed Cup G2 RRB: TKM vs IRI                                                                          ,Hard,2012-02-03
2014,D111,Fed Cup G2 RR: GUA vs DOM                                                                           ,Hard,2014-04-11
2011,D086,Fed Cup G1 PO: CHI vs BOL                                                                           ,Clay,2011-02-05
2017,W-FC-2017-G1-EPA-C-M-TUR-LAT-01,Fed Cup G1 RR: TUR vs LAT                                                                           ,Hard,2017-02-10
2012,W-WT-TUR-01A-2012,WTA Championships                                                                                   ,Hard,2012-10-22
2019,560,Us Open                                                                                             ,Hard,2019-08-26
2017,W-FC-2017-G1-EPA-A-M-POL-AUT-01,Fed Cup G1 RR: POL vs AUT                                                                           ,Hard,2017-02-10
2012,W-INT-LUX-01A-2012,Luxembourg                                                                                          ,Hard,2012-10-15
2019,W-FC-2019-G1-AO-A-M-IND-THA-01,Fed Cup G1 RR: IND vs THA                                                                           ,Hard,2019-02-07
2018,1005,Rabat                                                                                               ,Clay,2018-04-30
2019,W-FC-2019-G2-EPA-PPO-AUT-ISR-01,Fed Cup G2 PPO: AUT vs ISR                                                                          ,Hard,2019-02-09
2018,W-FC-2018-G1-AO-A-M-IND-HKG-01,Fed Cup G1 RR: IND vs HKG                                                                           ,Hard,2018-02-09
2010,D107,Fed Cup G2 RRB: GUA vs PER                                                                          ,Clay,2010-04-21
2010,D106,Fed Cup G2 RRB: GUA vs MEX                                                                          ,Clay,2010-04-20
2019,W-FC-2019-G1-AO-B-M-KOR-POC-01,Fed Cup G1 RR: KOR vs POC                                                                           ,Hard,2019-02-08
2010,D136,Fed Cup G2 PO: PAN vs DOM                                                                           ,Clay,2010-04-24
2014,D005,Fed Cup WG SF: CZE vs ITA                                                                           ,Hard,2014-04-19
2016,W-FC-2016-G2-AO-A-M-IRI-BRN-01,Fed Cup G2 RR: IRI vs BRN                                                                           ,Hard,2016-04-13
2014,W-INT-BRA-02A-2014,Florianopolis                                                                                       ,Hard,2014-02-24
2018,0825,Tashkent                                                                                            ,Hard,2018-09-24
2010,D001,Fed Cup WG R1: UKR vs ITA                                                                           ,Hard,2010-02-06
2018,W-FC-2018-G1-EPA-C-M-CRO-SWE-01,Fed Cup G1 RR: CRO vs SWE                                                                           ,Hard,2018-02-08
2015,D004,Fed Cup WG R1: POL vs RUS                                                                           ,Hard,2015-02-07
2016,0718,Dubai                                                                                               ,Hard,2016-02-15
2019,M021,Madrid                                                                                              ,Clay,2019-05-06
2017,1081,Zhuhai                                                                                              ,Hard,2017-10-31
2014,D040,Fed Cup G1 RR: AUT vs SLO                                                                           ,Hard,2014-02-05
2011,D104,Fed Cup G3 RRB: NOR vs MDA                                                                          ,Clay,2011-05-04
2010,W-INT-USA-02A-2010,Ponte Vedra Beach                                                                                   ,Clay,2010-04-05
2011,D022,Fed Cup G1 RRA: GBR vs DEN                                                                          ,Hard,2011-02-04
2017,W-FC-2017-G1-AO-PPO-KAZ-JPN-01,Fed Cup G1 PPO: KAZ vs JPN                                                                          ,Hard,2017-02-11
2013,D048,Fed Cup G1 RRB: GBR vs BIH                                                                          ,Hard,2013-02-07
2011,D018,Fed Cup WG2 R1: SRB vs CAN                                                                          ,Hard,2011-02-05
2014,D076,Fed Cup G2 PO: HKG vs IND                                                                           ,Hard,2014-02-07
2018,W-FC-2018-G1-AM-B-M-BRA-VEN-01,Fed Cup G1 RR: BRA vs VEN                                                                           ,Clay,2018-02-07
2018,W-FC-2018-G1-EPA-PPO-SRB-LAT-01,Fed Cup G1 PPO: SRB vs LAT                                                                          ,Hard,2018-02-10
2016,W-FC-2016-G2-AO-A-M-PHI-POC-01,Fed Cup G2 RR: PHI vs POC                                                                           ,Hard,2016-04-13
2010,W-PR-ITA-01A-2010,Rome                                                                                                ,Clay,2010-05-03
2017,1091,Calvia                                                                                              ,Grass,2017-06-19
2019,W-FC-2019-G2-AM-B-A-M-VEN-GUA-01,Fed Cup G2 RR: VEN vs GUA                                                                           ,Hard,2019-04-20
2019,1063,Shenzhen                                                                                            ,Hard,2018-12-31
2017,1082,Prague                                                                                              ,Clay,2017-05-01
2019,W-FC-2019-WG-PO-CZE-CAN-01,Fed Cup WG R1: CZE vs CAN                                                                           ,Clay,2019-04-20
2010,D012,Fed Cup WG PO: BEL vs EST                                                                           ,Clay,2010-04-24
2019,2006,Jurmala                                                                                             ,Clay,2019-07-22
2019,1068,Nurnberg                                                                                            ,Clay,2019-05-20
2014,D137,Fed Cup G2 RR: GEO vs EGY                                                                           ,Hard,2014-04-16
2019,0300,Luxembourg                                                                                          ,Hard,2019-10-14
2014,D082,Fed Cup G1 PO: THA vs UZB                                                                           ,Hard,2014-02-08
2011,D045,Fed Cup G1 RRA: UZB vs IND                                                                          ,Hard,2011-01-31
2014,D041,Fed Cup G1 RR: AUT vs ISR                                                                           ,Hard,2014-02-06
2016,W-FC-2016-G1-AM-B-M-BRA-ECU-01,Fed Cup G1 RR: BRA vs ECU                                                                           ,Clay,2016-02-04
2016,W-FC-2016-WG-PO-GER-ROU-01,Fed Cup WG R1: GER vs ROU                                                                           ,Clay,2016-04-16
2010,D078,Fed Cup G1 PO: KOR vs KAZ                                                                           ,Hard,2010-02-06
2012,W-PR-GBR-01A-2012,Eastbourne                                                                                          ,Grass,2012-06-18
2019,W-FC-2019-G2-AM-B-A-M-CUB-DOM-01,Fed Cup G2 RR: CUB vs DOM                                                                           ,Hard,2019-04-20
2017,W-FC-2017-WG-M-SUI-FRA-01,Fed Cup WG R1: SUI vs FRA                                                                           ,Hard,2017-02-11
2011,W-INT-NED-01A-2011,'s Hertogenbosch                                                                                    ,Grass,2011-06-13
2010,W-CHA-INA-01A-2010,Tournament of Champions                                                                             ,Hard,2010-11-01
2016,W-FC-2016-G2-EPA-B-M-AUT-BIH-01,Fed Cup G2 RR: AUT vs BIH                                                                           ,Clay,2016-04-15
2011,W-PR-UAE-01A-2011,Dubai                                                                                               ,Hard,2011-02-14
2018,1074,Hong Kong                                                                                           ,Hard,2018-10-08
2012,W-INT-USA-01A-2012,Memphis                                                                                             ,Hard,2012-02-20
2010,D112,Fed Cup G2 RRB: MEX vs BER                                                                          ,Clay,2010-04-19
2014,D085,Fed Cup G2 PO: HKG vs PHI                                                                           ,Hard,2014-02-08
2013,D088,Fed Cup G2 RRB: MAS vs IRI                                                                          ,Hard,2013-02-04
2017,W-FC-2017-G1-AM-A-M-BOL-VEN-01,Fed Cup G1 RR: BOL vs VEN                                                                           ,Hard,2017-02-09
2018,W-FC-2018-G1-EPA-D-M-POL-LAT-01,Fed Cup G1 RR: POL vs LAT                                                                           ,Hard,2018-02-08
2017,W-FC-2017-G2-EPA-A-M-RSA-SLO-01,Fed Cup G2 RR: RSA vs SLO                                                                           ,Hard,2017-04-21
2018,W-FC-2018-G1-AO-A-M-CHN-HKG-01,Fed Cup G1 RR: CHN vs HKG                                                                           ,Hard,2018-02-08
2012,D107,Fed Cup G3 RRA: MAR vs MLT                                                                          ,Clay,2012-04-19
2013,D117,Fed Cup G2 PO: FIN vs GRE                                                                           ,Clay,2013-04-20
2015,W-PR-QAT-01A-2015,Doha                                                                                                ,Hard,2015-02-23
2012,D121,Fed Cup G3 RRB: TUN vs MDA                                                                          ,Clay,2012-04-16
2016,W-FC-2016-G2-AO-B-M-MAS-KGZ-01,Fed Cup G2 RR: MAS vs KGZ                                                                           ,Hard,2016-04-11
2015,W-PM-USA-01A-2015,Indian Wells                                                                                        ,Hard,2015-03-09
2017,M024,Cincinnati                                                                                          ,Hard,2017-08-14
2011,D066,Fed Cup G1 RRA: ARG vs PER                                                                          ,Clay,2011-02-04
2013,W-INT-HUN-01A-2013,Budapest                                                                                            ,Clay,2013-07-08
2012,W-INT-ITA-01A-2012,Palermo                                                                                             ,Clay,2012-07-09
2016,W-FC-2016-G1-AM-A-M-PAR-COL-01,Fed Cup G1 RR: PAR vs COL                                                                           ,Clay,2016-02-05
2015,D025,Fed Cup G1 PO: LIE vs POR                                                                           ,Hard,2015-02-07
2013,D062,Fed Cup G1 RRD: NED vs LUX                                                                          ,Hard,2013-02-09
2012,D136,Fed Cup G2 RRB: MEX vs CHI                                                                          ,Clay,2012-04-17
2015,D016,Fed Cup G2 PO: RSA vs FIN                                                                           ,Hard,2015-02-07
2018,M024,Cincinnati                                                                                          ,Hard,2018-08-13
2017,W-FC-2017-G1-EPA-A-M-POL-GEO-01,Fed Cup G1 RR: POL vs GEO                                                                           ,Hard,2017-02-10
2016,1076,Tianjin                                                                                             ,Hard,2016-10-10
2017,W-FC-2017-G1-EPA-C-M-LAT-POR-01,Fed Cup G1 RR: LAT vs POR                                                                           ,Hard,2017-02-10
2011,D048,Fed Cup G1 RRB: JPN vs KAZ                                                                          ,Hard,2011-01-31
2013,W-PM-USA-01A-2013,Indian Wells                                                                                        ,Hard,2013-03-04
2014,W-PR-CHN-01A-2014,Wuhan                                                                                               ,Hard,2014-09-22
2018,W-FC-2018-G1-AO-PPO-KAZ-JPN-01,Fed Cup G1 PPO: KAZ vs JPN                                                                          ,Hard,2018-02-10
2012,W-PR-AUS-02A-2012,Sydney                                                                                              ,Hard,2012-01-09
2016,W-FC-2016-G2-AM-A-M-CRC-HON-01,Fed Cup G2 RR: CRC vs HON                                                                           ,Hard,2016-02-04
2013,W-PR-QAT-01A-2013,Doha                                                                                                ,Hard,2013-02-11
2013,D060,Fed Cup G1 RRD: SLO vs LUX                                                                          ,Hard,2013-02-07
2016,W-FC-2016-G2-EPA-B-M-LIE-BIH-01,Fed Cup G2 RR: LIE vs BIH                                                                           ,Clay,2016-04-13
2018,W-FC-2018-G2-AM-B-B-M-BOL-BAH-01,Fed Cup G2 RR: BOL vs BAH                                                                           ,Clay,2018-07-18
2013,D043,Fed Cup G1 RRA: AUT vs CRO                                                                          ,Hard,2013-02-06
2017,W-FC-2017-G1-EPA-D-M-ISR-BUL-01,Fed Cup G1 RR: ISR vs BUL                                                                           ,Hard,2017-02-10
2018,W-FC-2018-G2-AM-B-B-M-BOL-TTO-01,Fed Cup G2 RR: BOL vs TTO                                                                           ,Clay,2018-07-20
2016,W-FC-2016-G2-AM-B-M-PUR-BAH-01,Fed Cup G2 RR: PUR vs BAH                                                                           ,Hard,2016-02-04
2012,D118,Fed Cup G3 RRB: EGY vs CYP                                                                          ,Clay,2012-04-16
2018,0894,Bogota                                                                                              ,Clay,2018-04-09
2012,D141,Fed Cup G2 RRB: MEX vs URU                                                                          ,Clay,2012-04-20
2013,D028,Fed Cup G1 RRB: BRA vs CHI                                                                          ,Clay,2013-02-06
2019,W-FC-2019-WG-M-FRA-AUS-01,Fed Cup WG F: FRA vs AUS                                                                            ,Hard,2019-11-09
2012,D083,Fed Cup G2 RRB: TKM vs OMA                                                                          ,Hard,2012-01-30
2017,1063,Shenzhen                                                                                            ,Hard,2017-01-02
2016,W-FC-2016-G2-AO-B-M-MAS-SRI-01,Fed Cup G2 RR: MAS vs SRI                                                                           ,Hard,2016-04-13
2014,D001,Fed Cup WG R1: USA vs ITA                                                                           ,Hard,2014-02-08
2013,W-PR-USA-01A-2013,Charleston                                                                                          ,Clay,2013-04-01
2017,W-FC-2017-WG-M-BLR-NED-01,Fed Cup WG R1: BLR vs NED                                                                           ,Hard,2017-02-11
2011,D128,Fed Cup G2 RRA: PUR vs GUA                                                                          ,Hard,2011-05-20
2012,D007,Fed Cup WG F: CZE vs SRB                                                                            ,Hard,2012-11-03
2013,D059,Fed Cup G1 RRD: SLO vs BUL                                                                          ,Hard,2013-02-09
2011,D028,Fed Cup G1 RRB: BUL vs LUX                                                                          ,Hard,2011-02-03
2010,D114,Fed Cup G2 RRB: PER vs BER                                                                          ,Clay,2010-04-22
2011,D149,Fed Cup G2 PO: URU vs VEN                                                                           ,Hard,2011-05-21
2014,D121,Fed Cup G2 RR: URU vs CRC                                                                           ,Hard,2014-04-09
2017,W-FC-2017-G2-AM-D-M-BAH-PAN-01,Fed Cup G2 RR: BAH vs PAN                                                                           ,Clay,2017-07-21
2016,W-FC-2016-G1-AO-B-M-CHN-KOR-01,Fed Cup G1 RR: CHN vs KOR                                                                           ,Hard,2016-02-04
2019,W-FC-2019-G1-EPA-A-B-M-BUL-SWE-01,Fed Cup G1 RR: BUL vs SWE                                                                           ,Hard,2019-02-08
2010,D086,Fed Cup G1 PO: AUT vs SWE                                                                           ,Hard,2010-02-06
2012,W-PR-QAT-01A-2012,Doha                                                                                                ,Hard,2012-02-13
2011,D106,Fed Cup G3 RRB: EGY vs IRL                                                                          ,Clay,2011-05-04
2012,D011,Fed Cup WG PO: GER vs AUS                                                                           ,Clay,2012-04-21
2012,W-INT-GBR-01A-2012,Birmingham                                                                                          ,Grass,2012-06-11
2017,W-FC-2017-G1-EPA-B-M-CRO-HUN-01,Fed Cup G1 RR: CRO vs HUN                                                                           ,Hard,2017-02-10
2017,W-FC-2017-G1-EPA-PPO-POL-SRB-01,Fed Cup G1 PPO: POL vs SRB                                                                          ,Hard,2017-02-11
2016,0710,Eastbourne                                                                                          ,Grass,2016-06-20
2011,D075,Fed Cup G1 RRB: BRA vs MEX                                                                          ,Clay,2011-02-03
2011,D118,Fed Cup G2 RRB: ARM vs BIH                                                                          ,Clay,2011-05-06
2014,D006,Fed Cup WG SF: AUS vs GER                                                                           ,Hard,2014-04-19
2013,D001,Fed Cup WG R1: CZE vs AUS                                                                           ,Hard,2013-02-09
2011,D138,Fed Cup G2 RRB: BAH vs ECU                                                                          ,Hard,2011-05-20
2011,D007,Fed Cup WG F: RUS vs CZE                                                                            ,Hard,2011-11-05
2017,W-FC-2017-WG2-M-ROU-BEL-01,Fed Cup WG2 R1: ROU vs BEL                                                                          ,Hard,2017-02-11
2016,W-FC-2016-G1-AO-PP3-4-THA-CHN-01,Fed Cup G1 PM: THA vs CHN                                                                           ,Hard,2016-02-06
2014,D020,Fed Cup G1 RR: CHN vs KOR                                                                           ,Hard,2014-02-06
2016,M006,Indian Wells                                                                                        ,Hard,2016-03-07
2019,1050,Hobart                                                                                              ,Hard,2019-01-07
2015,W-INT-GER-01A-2015,Nuremberg                                                                                           ,Clay,2015-05-18
2013,D069,Fed Cup G2 RRA: NZL vs SIN                                                                          ,Hard,2013-02-08
2012,D061,Fed Cup G1 RRB: THA vs KOR                                                                          ,Hard,2012-02-02
2012,W-INT-KOR-01A-2012,Seoul                                                                                               ,Hard,2012-09-17
2015,W-INT-BRA-02A-2015,Florianopolis                                                                                       ,Clay,2015-07-27
2013,D081,Fed Cup G2 RRB: INA vs MAS                                                                          ,Hard,2013-02-07
2012,W-PR-CAN-01A-2012,Montreal                                                                                            ,Hard,2012-08-06
2010,D024,Fed Cup G1 RRA: NZL vs KOR                                                                          ,Hard,2010-02-03
2010,D046,Fed Cup G1 RRA: PUR vs CUB                                                                          ,Clay,2010-02-05
2016,1075,Wuhan                                                                                               ,Hard,2016-09-26
2017,1050,Hobart                                                                                              ,Hard,2017-01-09
2010,D004,Fed Cup WG R1: FRA vs USA                                                                           ,Clay,2010-02-06
2015,D021,Fed Cup G1 PO: SRB vs CRO                                                                           ,Hard,2015-02-07
2018,W-FC-2018-G1-AO-B-M-JPN-THA-01,Fed Cup G1 RR: JPN vs THA                                                                           ,Hard,2018-02-07
2016,W-FC-2016-G2-AO-PP7-8-IRI-SRI-01,Fed Cup G2 PM: IRI vs SRI                                                                           ,Hard,2016-04-16
2016,1027,Istanbul                                                                                            ,Clay,2016-04-18
2014,D051,Fed Cup G2 RR: MAS vs VIE                                                                           ,Hard,2014-02-04
2014,D142,Fed Cup G2 PO: LTU vs EGY                                                                           ,Hard,2014-04-19
2012,W-OL-GBR-01A-2012,Olympics                                                                                            ,Grass,2012-07-30
2014,D002,Fed Cup WG R1: ESP vs CZE                                                                           ,Clay,2014-02-08
2015,D034,Fed Cup WG PO: SRB vs PAR                                                                           ,Hard,2015-04-18
2011,D062,Fed Cup G2 RRB: SIN vs TKM                                                                          ,Hard,2011-01-31
2013,D103,Fed Cup G1 PO: BIH vs LUX                                                                           ,Hard,2013-02-10
2013,D073,Fed Cup G2 RRA: SIN vs VIE                                                                          ,Hard,2013-02-04
2012,D077,Fed Cup G2 RRB: PHI vs TKM                                                                          ,Hard,2012-02-02
2016,1077,Nanchang                                                                                            ,Hard,2016-08-01
2016,W-FC-2016-G1-AO-PPO-JPN-TPE-01,Fed Cup G1 PPO: JPN vs TPE                                                                          ,Hard,2016-02-06
2010,D051,Fed Cup G1 RRB: PAR vs BOL                                                                          ,Clay,2010-02-04
2014,D127,Fed Cup G2 PO: PAN vs BER                                                                           ,Hard,2014-04-12
2018,1063,Shenzhen                                                                                            ,Hard,2018-01-01
2016,W-FC-2016-WG2-PO-CAN-SVK-01,Fed Cup WG2 R1: CAN vs SVK                                                                          ,Clay,2016-04-16
2011,D135,Fed Cup G2 RRA: DOM vs TRI                                                                          ,Hard,2011-05-18
2018,M016,Eastbourne                                                                                          ,Grass,2018-06-25
2014,D098,Fed Cup G1 PO: HUN vs ISR                                                                           ,Hard,2014-02-09
2018,W-FC-2018-G2-AM-B-PP3-4-CRC-BOL-01,Fed Cup G2 PM: CRC vs BOL                                                                           ,Clay,2018-07-21
2017,W-FC-2017-G2-AO-PP5-8-NZL-SRI-01,Fed Cup G2 PM: NZL vs SRI                                                                           ,Hard,2017-07-21
2010,W-INT-USA-01A-2010,Memphis                                                                                             ,Hard,2010-02-15
2011,W-SL-USA-01A-2011,US Open                                                                                             ,Hard,2011-08-29
2012,W-INT-MAS-01A-2012,Kuala Lumpur                                                                                        ,Hard,2012-02-27
2019,W-FC-2019-G1-EPA-B-B-M-CRO-TUR-01,Fed Cup G1 RR: CRO vs TUR                                                                           ,Hard,2019-02-06
2017,W-FC-2017-G2-AM-C-M-TTO-HON-01,Fed Cup G2 RR: TTO vs HON                                                                           ,Clay,2017-07-19
2016,W-FC-2016-WG2-M-CAN-BLR-01,Fed Cup WG2 R1: CAN vs BLR                                                                          ,Hard,2016-02-06
2013,W-PR-USA-05A-2013,New Haven                                                                                           ,Hard,2013-08-19
2010,D032,Fed Cup G2 RRA: IND vs SIN                                                                          ,Hard,2010-02-04
2010,D121,Fed Cup G3 RRB: MAR vs ALG                                                                          ,Clay,2010-04-21
2012,D030,Fed Cup G1 RRC: ISR vs NED                                                                          ,Hard,2012-02-01
2015,W-P700-USA-01A-2015,Charleston                                                                                          ,Clay,2015-04-06
2019,0718,Dubai                                                                                               ,Hard,2019-02-18
2014,D021,Fed Cup G1 RR: CHN vs TPE                                                                           ,Hard,2014-02-07
2013,D017,Fed Cup WG2 PO: FRA vs KAZ                                                                          ,Hard,2013-04-20
2012,W-INT-UZB-01A-2012,Tashkent                                                                                            ,Hard,2012-09-10
2019,W-FC-2019-G1-EPA-B-A-M-GRE-SLO-01,Fed Cup G1 RR: GRE vs SLO                                                                           ,Hard,2019-02-08
2019,W-FC-2019-G1-EPA-B-B-M-CRO-GEO-01,Fed Cup G1 RR: CRO vs GEO                                                                           ,Hard,2019-02-07
2012,D108,Fed Cup G3 RRA: MAR vs KEN                                                                          ,Clay,2012-04-17
2014,W-PM-USA-01A-2014,Indian Wells                                                                                        ,Hard,2014-03-03
2016,W-FC-2016-WG2-M-USA-POL-01,Fed Cup WG2 R1: USA vs POL                                                                          ,Hard,2016-02-06
2013,D015,Fed Cup WG2 PO: BEL vs POL                                                                          ,Hard,2013-04-20
2015,D006,Fed Cup WG SF: CZE vs FRA                                                                           ,Hard,2015-04-18
2011,D093,Fed Cup G1 PO: AUT vs LUX                                                                           ,Hard,2011-02-05
2017,W-FC-2017-G2-AO-A-M-UZB-TKM-01,Fed Cup G2 RR: UZB vs TKM                                                                           ,Hard,2017-07-20
2016,W-FC-2016-G1-AM-A-M-COL-MEX-01,Fed Cup G1 RR: COL vs MEX                                                                           ,Clay,2016-02-04
2012,D088,Fed Cup G1 PO: UZB vs INA                                                                           ,Hard,2012-02-04
2014,W-INT-AUS-01A-2014,Hobart                                                                                              ,Hard,2014-01-06
2014,W-INT-MAR-01A-2014,Marrakech                                                                                           ,Clay,2014-04-21
2016,W-FC-2016-G1-AM-B-M-ARG-PER-01,Fed Cup G1 RR: ARG vs PER                                                                           ,Clay,2016-02-04
2016,W-FC-2016-G2-EPA-A-M-LTU-DEN-01,Fed Cup G2 RR: LTU vs DEN                                                                           ,Clay,2016-04-13
2013,W-SL-FRA-01A-2013,Roland Garros                                                                                       ,Clay,2013-05-27
2012,D003,Fed Cup WG R1: ITA vs UKR                                                                           ,Clay,2012-02-04
2019,1039,Monterrey                                                                                           ,Hard,2019-04-01
2011,D053,Fed Cup G2 RRA: INA vs KGZ                                                                          ,Hard,2011-01-31
2015,W-SL-GBR-01A-2015,Wimbledon                                                                                           ,Grass,2015-06-29
2011,W-INT-ESP-01A-2011,Marbella                                                                                            ,Clay,2011-04-04
2019,0808,Shenzhen Finals                                                                                     ,Hard,2019-10-28
2017,W-FC-2017-G2-AO-PP1-4-UZB-HKG-01,Fed Cup G2 PM: UZB vs HKG                                                                           ,Hard,2017-07-22
2016,0894,Bogota                                                                                              ,Clay,2016-04-11
2018,W-FC-2018-G2-AM-A-PP5-6-URU-BAR-01,Fed Cup G2 PM: URU vs BAR                                                                           ,Hard,2018-06-23
2012,D029,Fed Cup G1 RRC: NED vs GBR                                                                          ,Hard,2012-02-02
2010,W-PM-USA-01A-2010,Indian Wells                                                                                        ,Hard,2010-03-08
2019,W-FC-2019-G1-AM-REL-COL-PUR-01,Fed Cup G1 REL: COL vs PUR                                                                          ,Clay,2019-02-09
2012,D027,Fed Cup G1 RRB: HUN vs BIH                                                                          ,Hard,2012-02-03
2012,D119,Fed Cup G3 RRB: EGY vs NAM                                                                          ,Clay,2012-04-17
2010,D041,Fed Cup G1 RRA: CAN vs BRA                                                                          ,Clay,2010-02-05
2015,W-INT-GBR-01A-2015,Nottingham                                                                                          ,Grass,2015-06-08
2012,W-SL-GBR-01A-2012,Wimbledon                                                                                           ,Grass,2012-06-25
2013,D047,Fed Cup G1 RRB: GBR vs HUN                                                                          ,Hard,2013-02-09
2012,D113,Fed Cup G3 RRA: IRL vs KEN                                                                          ,Clay,2012-04-20
2012,W-INT-ESP-01A-2012,Barcelona                                                                                           ,Clay,2012-04-09
2011,D127,Fed Cup G2 PO: MAR vs TUR                                                                           ,Clay,2011-05-07
2016,W-FC-2016-G2-AM-B-M-DOM-URU-01,Fed Cup G2 RR: DOM vs URU                                                                           ,Hard,2016-02-01
2019,1077,Nanchang                                                                                            ,Hard,2019-09-09
2016,W-FC-2016-G2-AM-B-M-DOM-GUA-01,Fed Cup G2 RR: DOM vs GUA                                                                           ,Hard,2016-02-03
2011,D150,Fed Cup G2 PO: TRI vs PAN                                                                           ,Hard,2011-05-21
2019,W-FC-2019-WG-M-CZE-ROU-01,Fed Cup WG R1: CZE vs ROU                                                                           ,Hard,2019-02-09
2014,D093,Fed Cup G1 PO: VEN vs BAH                                                                           ,Clay,2014-02-08
2019,M009,Rome                                                                                                ,Clay,2019-05-13
2013,D041,Fed Cup G1 RRA: BLR vs CRO                                                                          ,Hard,2013-02-08
2011,D009,Fed Cup WG PO: ESP vs FRA                                                                           ,Clay,2011-04-16
2014,D068,Fed Cup G3 RR: GRE vs CYP                                                                           ,Hard,2014-02-05
2011,D012,Fed Cup WG2 PO: BLR vs EST                                                                          ,Hard,2011-04-16
2019,W-FC-2019-G1-EPA-A-B-M-UKR-EST-01,Fed Cup G1 RR: UKR vs EST                                                                           ,Hard,2019-02-08
2017,W-FC-2017-G2-EPA-A-M-SWE-RSA-01,Fed Cup G2 RR: SWE vs RSA                                                                           ,Hard,2017-04-21
2012,D168,Fed Cup G2 PO: GUA vs CHI                                                                           ,Clay,2012-04-21
2019,W-FC-2019-WG-M-ROU-FRA-01,Fed Cup WG SF: ROU vs FRA                                                                           ,Clay,2019-04-20
2018,W-FC-2018-WG2-PO-UKR-CAN-01,Fed Cup WG2 R1: UKR vs CAN                                                                          ,Hard,2018-04-21
2012,D043,Fed Cup G1 RRA: CAN vs BAH                                                                          ,Clay,2012-02-03
2018,1076,Tianjin                                                                                             ,Hard,2018-10-08
2016,W-FC-2016-G2-AO-PP9-10-BRN-PAK-01,Fed Cup G2 PM: BRN vs PAK                                                                           ,Hard,2016-04-16
2012,D063,Fed Cup G1 RRB: KAZ vs KOR                                                                          ,Hard,2012-02-01
2014,D144,Fed Cup G2 PO: GEO vs FIN                                                                           ,Hard,2014-04-19
2012,D044,Fed Cup G1 RRA: ARG vs PER                                                                          ,Clay,2012-02-03
2010,W-INT-LUX-01A-2010,Luxembourg                                                                                          ,Hard,2010-10-18
2012,D015,Fed Cup WG2 R1: SUI vs AUS                                                                          ,Clay,2012-02-04
2010,D102,Fed Cup G2 RRA: DOM vs CRC                                                                          ,Clay,2010-04-19
2017,W-FC-2017-G1-AM-A-M-CAN-PAR-01,Fed Cup G1 RR: CAN vs PAR                                                                           ,Hard,2017-02-09
2015,W-PR-AUS-01A-2015,Brisbane                                                                                            ,Hard,2015-01-05
2019,M001,Sydney                                                                                              ,Hard,2019-01-07
2016,1094,Gstaad                                                                                              ,Clay,2016-07-11
2010,D089,Fed Cup G1 PO: HUN vs ROU                                                                           ,Hard,2010-02-06
2017,580,Australian Open                                                                                     ,Hard,2017-01-16
